,Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage Dealt,# Kills,Notes
2929,2018-02-25 00:00:00,02:33:40,Fjord,Dexterity Save,17,16,,13 (27/2) to Fjord,,Against Shrapnel Blast
2930,2018-02-25 00:00:00,02:33:42,Jester,Dexterity Save,10,6,,27 to Jester,,Against Shrapnel Blast
2931,2018-02-25 00:00:00,02:35:35,Caleb,Constitution Save,12,10,,,,Concentration
2932,2018-02-25 00:00:00,02:36:01,Beau,Death Save,14,14,,,,Beau succeeds one death save
2933,2018-02-25 00:00:00,02:36:22,Nott,Attack,25,18,,,,Hand Crossbow SA
2934,2018-02-25 00:00:00,02:36:30,Nott,Damage,10,,,5 (10/2) to Gear Keeper,,
2935,2018-02-25 00:00:00,02:36:56,Nott,Attack,23,16,,,,Hand Crossbow
2936,2018-02-25 00:00:00,02:37:01,Nott,Damage,6,,,3 (6/2) to Gear Keeper,,
2937,2018-02-25 00:00:00,02:38:23,Molly,Attack,22,15,,,,Summer's Dance
2938,2018-02-25 00:00:00,02:38:28,Molly,Damage,12,,,12 to Gear Keeper,,
2939,2018-02-25 00:00:00,02:38:38,Molly,Attack,24,17,,,,Summer's Dance
2940,2018-02-25 00:00:00,02:38:45,Molly,Damage,10,,,10 to Gear Keeper,1.0,HDYWTDT
2941,2018-02-25 00:00:00,02:41:34,Jester,Healing,12,,,,,"Cure Wounds (1st), Beau heals 12 points, is conscious"
2942,2018-02-25 00:00:00,02:41:38,Jester,Healing,10,,,,,"Cure Wounds (1st), Caleb heals 10 points"
2943,2018-02-25 00:00:00,02:41:46,Nott,Thieves' Tools,13,6,,,,
2944,2018-02-25 00:00:00,02:42:15,Molly,Strength,8,8,,,,
2945,2018-02-25 00:00:00,02:42:38,Yasha,Strength,Unknown,Unknown,,,,
2946,2018-02-25 00:00:00,02:42:59,Nott,Thieves' Tools,26,19,,,,
2947,2018-02-25 00:00:00,02:43:59,Beau,Investigation,12,7,,,,
2948,2018-02-25 00:00:00,02:44:43,Nott,Investigation,Nat1,1,,,,
2949,2018-02-25 00:00:00,02:45:13,Caleb,Healing,Unknown,,,,,Hit dice
2950,2018-02-25 00:00:00,02:45:26,Beau,Healing,Unknown,,,,,Hit dice
2951,2018-02-25 00:00:00,02:45:29,Yasha,Investigation,11,,,,,
2952,2018-02-25 00:00:00,02:52:15,Molly,Insight,8,2,,,,
2953,2018-02-25 00:00:00,02:52:25,Beau,Deception,Unknown,Unknown,,,,
2954,2018-02-25 00:00:00,02:52:58,Nott,Investigation,12,6,,,,Nott regains Burning Bolt
2955,2018-02-25 00:00:00,02:56:18,Molly,Persuasion,Unknown,Unknown,,,,Disregarded due to advantage
2956,2018-02-25 00:00:00,02:56:18,Molly,Persuasion,6,6,,,,With advantage
2957,2018-02-25 00:00:00,03:28:13,Nott,Perception,14,14,,,,
2958,2018-02-25 00:00:00,03:28:48,Nott,Sleight of Hand,22,12,,,,
2959,2018-02-25 00:00:00,03:30:49,Nott,Perception,9,9,,,,
2960,2018-02-25 00:00:00,03:30:49,Caleb,Perception,8,5,,,,
2961,2018-02-25 00:00:00,03:34:22,Yasha,Wisdom Save,11,12,,,,Against Hold Person
2962,2018-02-25 00:00:00,03:35:22,Yasha,Wisdom Save,Nat20,20,,,,Against Hold Person
2963,2018-02-25 00:00:00,03:35:57,Jester,Strength,10,7,,,,
2964,2018-02-25 00:00:00,03:36:23,Yasha,Attack,25,18,,,,Magician's Judge
2965,2018-02-25 00:00:00,03:36:31,Yasha,Damage,18,,,18 to Attacker,,
2966,2018-02-25 00:00:00,03:36:51,Yasha,Attack,9,2,,,,Magician's Judge
2967,2018-02-25 00:00:00,03:37:11,Yasha,Athletics,13,7,,,,
2968,2018-02-25 00:00:00,03:37:40,Yasha,Wisdom Save,3,4,,,,Against Hold Person
2969,2018-02-25 00:00:00,03:38:31,Yasha,Athletics,25,19,,,,
2970,2018-02-25 00:00:00,03:38:58,Yasha,Wisdom Save,17,18,,,,Against Hold Person
2971,2018-02-25 00:00:00,03:39:11,Yasha,Athletics,8,2,,,,
2972,2018-02-26 00:00:00,00:21:05,Caleb,Perception,9,6,,,,
2973,2018-02-26 00:00:00,00:14:29,Nott,Investigation,8,2,,,,
2974,2018-02-26 00:00:00,00:15:00,Molly,Investigation,2,2,,,,
2975,2018-02-26 00:00:00,00:15:50,Beau,Investigation,Nat1,1,,,,
2976,2018-02-26 00:00:00,00:17:13,Caleb,Perception,Nat20,20,,,,
2977,2018-02-26 00:00:00,00:19:23,Nott,Survival,12,9,,,,
2978,2018-02-26 00:00:00,00:21:45,Nott,Survival,14,11,,,,
2979,2018-02-26 00:00:00,00:22:43,Molly,Perception,14,11,,,,
2980,2018-02-26 00:00:00,00:24:20,Beau,Stealth,12,5,,,,
2981,2018-02-26 00:00:00,00:25:58,Keg,Perception,18,16,,,,
2982,2018-02-26 00:00:00,00:40:15,Beau,History,Nat1,1,,,,
2983,2018-02-26 00:00:00,00:51:53,Beau,Perception,18,15,,,,
2984,2018-02-26 00:00:00,00:53:31,Beau,Survival,12,9,,,,
2985,2018-02-26 00:00:00,00:54:20,Keg,Survival,Nat1,1,,,,
2986,2018-02-26 00:00:00,00:58:58,Nott,Investigation,18,12,,,,
2987,2018-02-26 00:00:00,00:59:04,Keg,Investigation,3,4,,,,
2988,2018-02-26 00:00:00,00:59:05,Molly,Investigation,2,2,,,,
2989,2018-02-26 00:00:00,01:01:54,Nott,Perception,13,10,,,,
2990,2018-02-26 00:00:00,01:01:54,Molly,Perception,14,11,,,,
2991,2018-02-26 00:00:00,01:01:54,Keg,Perception,19,17,,,,
2992,2018-02-26 00:00:00,01:01:58,Beau,Perception,16,13,,,,
2993,2018-02-26 00:00:00,01:08:46,Keg,Initiative,Nat1,1,,,,
2994,2018-02-26 00:00:00,01:08:51,Beau,Initiative,20,16,,,,
2995,2018-02-26 00:00:00,01:08:56,Molly,Initiative,16,13,,,,
2996,2018-02-26 00:00:00,01:09:00,Nott,Initiative,10,6,,,,
2997,2018-02-26 00:00:00,01:09:07,Caleb,Initiative,3,2,,,,
2998,2018-02-26 00:00:00,01:09:58,Beau,Attack,15,8,,,,Staff
2999,2018-02-26 00:00:00,01:11:09,Beau,Damage,5,,,5 to Ankheg 1,,
3000,2018-02-26 00:00:00,01:11:21,Beau,Attack,21,14,,,,Staff
3001,2018-02-26 00:00:00,01:11:37,Beau,Damage,12,,,12 to Ankheg 1,,
3002,2018-02-26 00:00:00,01:12:44,Beau,Attack,13,6,,,,Unarmed Strike with advantage
3003,2018-02-26 00:00:00,01:12:44,Beau,Attack,Unknown,Unknown,,,,Disregarded due to advantage
3004,2018-02-26 00:00:00,01:14:17,Molly,Attack,Nat1,1,,,,Disregarded due to advantage
3005,2018-02-26 00:00:00,01:14:17,Molly,Attack,25,18,,,,Summer's Dance with advantage
3006,2018-02-26 00:00:00,01:14:25,Molly,Damage,13,,,13 (10 + 3 Radiant) to Ankheg 1,,
3007,2018-02-26 00:00:00,01:14:41,Molly,Attack,Unknown,Unknown,,,,Disregarded due to advantage
3008,2018-02-26 00:00:00,01:14:41,Molly,Attack,19,12,,,,Summer's Dance with advantage
3009,2018-02-26 00:00:00,01:14:48,Molly,Damage,11,,,11 (9 + 2 Radiant) to Ankheg 1,1.0,
3010,2018-02-26 00:00:00,01:18:13,Caleb,Dexterity Save,Nat20,20,,,,Disregarded
3011,2018-02-26 00:00:00,01:18:19,Molly,Dexterity Save,22,19,,7 (14/2) Acid to Molly,,Against Acid Spray
3012,2018-02-26 00:00:00,01:18:58,Molly,Dexterity Save,11,8,,14 Acid to Molly,,Against Acid Spray
3013,2018-02-26 00:00:00,01:19:30,Caleb,Dexterity Save,3,2,,14 Acid to Caleb,,Against Acid Spray
3014,2018-02-26 00:00:00,01:19:30,Beau,Dexterity Save,Nat1,1,,14 Acid to Beau,,Against Acid Spray
3015,2018-02-26 00:00:00,01:20:52,Keg,Acrobatics,Nat20,20,,,,
3016,2018-02-26 00:00:00,01:21:17,Keg,Attack,17,10,,,,Warhammer
3017,2018-02-26 00:00:00,01:21:20,Keg,Attack,25,18,,,,Battleaxe
3018,2018-02-26 00:00:00,01:21:27,Keg,Damage,6,,,6 to Ankheg 2,,
3019,2018-02-26 00:00:00,01:21:29,Keg,Damage,12,,,12 to Ankheg 2,,
3020,2018-02-26 00:00:00,01:21:38,Keg,Attack,15,8,,,,Warhammer
3021,2018-02-26 00:00:00,01:21:44,Keg,Damage,9,,,9 to Ankheg 2,,
3022,2018-02-26 00:00:00,01:22:14,Nott,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
3023,2018-02-26 00:00:00,01:22:14,Nott,Attack,12,4,,,,Tinkertop Boltblaster 1000
3024,2018-02-26 00:00:00,01:23:20,Beau,Attack,15,8,,,,Staff
3025,2018-02-26 00:00:00,01:23:36,Beau,Damage,9,,,9 to Ankheg 3,,
3026,2018-02-26 00:00:00,01:23:44,Beau,Attack,16,9,,,,Staff
3027,2018-02-26 00:00:00,01:23:50,Beau,Damage,11,,,11 to Ankheg 3,,
3028,2018-02-26 00:00:00,01:23:56,Beau,Attack,21,14,,,,Staff
3029,2018-02-26 00:00:00,01:24:00,Beau,Damage,7,,,7 to Ankheg 3,,
3030,2018-02-26 00:00:00,01:24:18,Beau,Attack,26,19,,,,Unarmed Stirke
3031,2018-02-26 00:00:00,01:24:18,Beau,Attack,9,2,,,,Unarmed Stirke
3032,2018-02-26 00:00:00,01:24:25,Beau,Damage,10,,,10 to Ankheg 3,1.0,
3033,2018-02-26 00:00:00,01:26:01,Molly,Attack,Unknown,Unknown,,,,Disregarded due to advantage
3034,2018-02-26 00:00:00,01:26:01,Molly,Attack,25,18,,,,Summer's Dance with advantage
3035,2018-02-26 00:00:00,01:26:09,Molly,Damage,14,,,14 to Ankheg 2,,
3036,2018-02-26 00:00:00,01:26:17,Molly,Attack,26,19,,,,Summer's Dance with advantage
3037,2018-02-26 00:00:00,01:26:17,Molly,Attack,Nat1,1,,,,Disregarded due to advantage
3038,2018-02-26 00:00:00,01:26:25,Molly,Damage,14,,,14 to Ankheg 2,1.0,
3039,2018-02-26 00:00:00,01:28:20,Nott,Stealth,Nat20,20,,,,
3040,2018-02-26 00:00:00,01:29:53,Keg,Attack,Unknown,Unknown,,,,Warhammer
3041,2018-02-26 00:00:00,01:29:57,Keg,Attack,Unknown,Unknown,,,,Warhammer
3042,2018-02-26 00:00:00,01:30:00,Keg,Damage,9,,,9 to Ankheg 4,,
3043,2018-02-26 00:00:00,01:30:04,Keg,Attack,Unknown,Unknown,,,,Battleaxe
3044,2018-02-26 00:00:00,01:30:07,Keg,Damage,7,,,7 to Ankheg 4,,
3045,2018-02-26 00:00:00,01:31:25,Caleb,Damage,4,,,4 to Ankheg 4,,Magic Missile
3046,2018-02-26 00:00:00,01:31:29,Caleb,Damage,2,,,2 to Ankheg 4,,Magic Missile
3047,2018-02-26 00:00:00,01:31:31,Caleb,Damage,4,,,4 to Ankheg 4,,Magic Missile
3048,2018-02-26 00:00:00,01:32:08,Beau,Attack,13,6,,,,Staff
3049,2018-02-26 00:00:00,01:32:23,Beau,Attack,18,11,,,,Staff
3050,2018-02-26 00:00:00,01:32:31,Beau,Damage,15,,,15 to Ankheg 4,1.0,HDYWTDT
3051,2018-02-26 00:00:00,01:34:13,Molly,Medicine,9,6,,,,
3052,2018-02-26 00:00:00,01:34:27,Keg,Medicine,13,,,,,
3053,2018-02-26 00:00:00,01:35:22,Nott,Medicine,3,3,,,,
3054,2018-02-26 00:00:00,01:39:01,Beau,Nature,12,10,,,,
3055,2018-02-26 00:00:00,01:42:13,Beau,Medicine,Nat20,20,,,,
3056,2018-02-26 00:00:00,01:43:52,Nott,Dexterity,16,12,,,,
3057,2018-02-26 00:00:00,01:45:04,Keg,Dexterity,15,13,,,,
3058,2018-02-26 00:00:00,01:46:47,Beau,Dexterity,24,17,,,,
3059,2018-02-26 00:00:00,01:47:34,Beau,Perception,17,14,,,,
3060,2018-02-26 00:00:00,01:50:07,Molly,Perception,Nat20,20,,,,
3061,2018-02-26 00:00:00,01:50:07,Caleb,Perception,16,13,,,,
3062,2018-02-26 00:00:00,01:56:17,Frumpkin,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
3063,2018-02-26 00:00:00,01:56:17,Frumpkin,Perception,14,11,,,,With disadvantage
3064,2018-02-26 00:00:00,02:01:12,Beau,Stealth,11,4,,,,
3065,2018-02-26 00:00:00,02:01:12,Nott,Stealth,16,6,,,,
3066,2018-02-26 00:00:00,02:01:50,Molly,Hit Dice,Unknown,Unknown,,,,
3067,2018-02-26 00:00:00,02:02:02,Caleb,Stealth,10,9,,,,
3068,2018-02-26 00:00:00,02:02:17,Keg,Stealth,Nat20,20,,,,Disregarded due to disadvantage
3069,2018-02-26 00:00:00,02:02:17,Keg,Stealth,Nat20,20,,,,With disadvantage
3070,2018-02-26 00:00:00,02:03:11,Molly,Stealth,12,9,,,,
3071,2018-02-26 00:00:00,02:04:12,Beau,Wisdom Save,15,12,,,,
3072,2018-02-26 00:00:00,02:05:02,Beau,Persuasion,18,17,,,,
3073,2018-02-26 00:00:00,02:11:36,Keg,Insight,15,,,,,
3074,2018-02-26 00:00:00,,Keg,Perception,16,14,,,,
3075,2018-02-26 00:00:00,02:20:44,Molly,Sleight of Hand,8,2,,,,
3076,2018-02-26 00:00:00,02:27:49,Caleb,Perception,7,9,,,,"With advantage, minus five"
3077,2018-02-26 00:00:00,02:27:49,Caleb,Perception,Nat1,1,,,,Disregarded due to disadvantage
3078,2018-02-26 00:00:00,02:30:11,Keg,Constitution Save,Nat20,20,,,,
3079,2018-02-26 00:00:00,02:30:19,Molly,Constitution Save,21,19,,,,
3080,2018-02-26 00:00:00,02:30:22,Nott,Constitution Save,13,11,,,,
3081,2018-02-26 00:00:00,02:30:23,Beau,Constitution Save,18,15,,,,
3082,2018-02-26 00:00:00,02:30:24,Caleb,Constitution Save,8,6,,,,Caleb takes 1 point of exhaustion
3083,2018-02-26 00:00:00,02:31:15,Beau,Perception,9,6,,,,
3084,2018-02-26 00:00:00,02:32:20,Frumpkin,Perception,5,2,,,,
3085,2018-02-26 00:00:00,02:33:02,Nott,Perception,13,13,,,,
3086,2018-02-26 00:00:00,02:33:03,Keg,Perception,10,8,,,,
3087,2018-02-26 00:00:00,02:39:27,Beau,Perception,13,10,,,,
3088,2018-02-26 00:00:00,02:39:28,Molly,Perception,9,6,,,,
3089,2018-02-26 00:00:00,02:40:51,Beau,Other,Nat20,20,,,,Card Game
3090,2018-02-26 00:00:00,02:40:53,Molly,Other,17,17,,,,Card Game
3091,2018-02-26 00:00:00,02:43:36,Caleb,Perception,Unknown,Unknown,,,,
3092,2018-02-26 00:00:00,02:44:04,Frumpkin,Perception,11,8,,,,Disregarded due to advantage
3093,2018-02-26 00:00:00,02:44:04,Frumpkin,Perception,13,10,,,,With advantage
3094,2018-02-26 00:00:00,02:49:11,Molly,Perception,Nat20,20,,,,Minus five
3095,2018-02-26 00:00:00,02:50:10,Keg,Perception,17,15,,,,
3096,2018-02-26 00:00:00,02:52:33,Keg,Perception,15,13,,,,
3097,2018-02-26 00:00:00,02:54:54,Keg,Wisdom Save,9,7,,,,
3098,2018-02-26 00:00:00,03:00:11,Frumpkin,Perception,Unknown,Unknown,,,,Disregarded due to advantage
3099,2018-02-26 00:00:00,03:00:11,Frumpkin,Perception,20,17,,,,With advantage
3100,2018-02-26 00:00:00,03:06:25,Beau,Stealth,20,13,,,,
3101,2018-02-26 00:00:00,03:06:26,Nott,Stealth,19,9,,,,
3102,2018-02-26 00:00:00,03:07:06,Nott,Constitution Save,12,10,,,,
3103,2018-02-26 00:00:00,03:07:07,Keg,Constitution Save,15,8,,,,
3104,2018-02-26 00:00:00,03:07:12,Beau,Constitution Save,5,2,,,,Beau takes 1 point of exhaustion
3105,2018-02-26 00:00:00,03:07:30,Molly,Constitution Save,18,16,,,,
3106,2018-02-26 00:00:00,03:07:35,Caleb,Constitution Save,6,4,,,,Caleb takes 1 point of exhaustion
3107,2018-02-26 00:00:00,03:08:54,Keg,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
3108,2018-02-26 00:00:00,03:08:54,Keg,Perception,7,5,,,,With disadvantage
3109,2018-02-26 00:00:00,03:17:46,Nott,Acrobatics,11,4,,,,
3110,2018-02-26 00:00:00,03:17:47,Molly,Athletics,7,7,,,,
3111,2018-02-26 00:00:00,03:26:09,Keg,Athletics,19,,,,,
3112,2018-02-26 00:00:00,03:28:56,Keg,Athletics,15,,,,,
3113,2018-02-26 00:00:00,03:44:59,Keg,Strength,18,14,,,,
3114,2018-02-26 00:00:00,03:46:09,Keg,Stealth,12,,,,,
3115,2018-02-26 00:00:00,03:46:09,Caleb,Stealth,19,18,,,,
3116,2018-02-26 00:00:00,03:46:09,Beau,Stealth,20,13,,,,
3117,2018-02-26 00:00:00,03:46:09,Nott,Stealth,18,8,,,,
3118,2018-02-26 00:00:00,03:46:09,Molly,Stealth,20,17,,,,
3119,2018-02-26 00:00:00,03:47:54,Nott,Initiative,21,17,,,,
3120,2018-02-26 00:00:00,03:47:55,Beau,Initiative,20,16,,,,
3121,2018-02-26 00:00:00,03:48:09,Molly,Initiative,18,15,,,,
3122,2018-02-26 00:00:00,03:48:11,Caleb,Initiative,14,13,,,,
3123,2018-02-26 00:00:00,03:48:44,Keg,Initiative,8,6,,,,
3124,2018-02-26 00:00:00,03:53:46,Beau,Attack,23,16,,,,Staff
3125,2018-02-26 00:00:00,03:54:17,Beau,Damage,8,,,8 to Dwelma,,
3126,2018-02-26 00:00:00,03:54:37,Beau,Attack,20,13,,,,Staff
3127,2018-02-26 00:00:00,03:54:46,Beau,Damage,8,,,8 to Dwelma,,
3128,2018-02-26 00:00:00,03:58:14,Molly,Attack,Unknown,Unknown,,,,Disregarded due to advantage
3129,2018-02-26 00:00:00,03:58:14,Molly,Attack,25,18,,,,Summer's Dance with advantage
3130,2018-02-26 00:00:00,03:58:27,Molly,Damage,7,,,7 to Dwelma,,
3131,2018-02-26 00:00:00,03:58:37,Molly,Attack,Unknown,Unknown,,,,Disregarded due to advantage
3132,2018-02-26 00:00:00,03:58:37,Molly,Attack,23,16,,,,Summer's Dance with advantage
3133,2018-02-26 00:00:00,03:58:44,Molly,Damage,12,,,12 to Dwelma,,
3134,2018-02-26 00:00:00,04:01:33,Molly,Damage,5,,,5 to Molly,,Amplified Blood Curse
3135,2018-02-26 00:00:00,04:03:39,Caleb,Spell Attack,16,8,,,,Glove of Scorching Ray
3136,2018-02-26 00:00:00,04:03:49,Caleb,Spell Attack,17,9,,,,Glove of Scorching Ray
3137,2018-02-26 00:00:00,04:04:07,Caleb,Spell Attack,10,2,,,,Glove of Scorching Ray
3138,2018-02-26 00:00:00,04:04:13,Caleb,Damage,10,,,10 Fire to Ruzza,,
3139,2018-02-26 00:00:00,04:08:38,Keg,Acrobatics,5,3,,,,
3140,2018-02-26 00:00:00,04:09:21,Keg,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
3141,2018-02-26 00:00:00,04:09:21,Keg,Attack,12,5,,,,Javelin with disadvantage
3142,2018-02-26 00:00:00,04:09:43,Keg,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
3143,2018-02-26 00:00:00,04:09:43,Keg,Attack,Unknown,Unknown,,,,Javelin with disadvantage
3144,2018-02-26 00:00:00,04:11:10,Beau,Attack,12,5,,,,Staff AoO
3145,2018-02-26 00:00:00,04:11:26,Beau,Damage,5,,,5 to Dwelma,,
3146,2018-02-26 00:00:00,04:12:35,Beau,Dexterity Save,Nat20,20,,20 (41/2) Cold to Beau,,Against Cone of Cold
3147,2018-02-26 00:00:00,04:12:35,Molly,Dexterity Save,19,16,,20 (41/2) Cold to Molly,,Against Cone of Cold
3148,2018-02-26 00:00:00,04:12:35,Nott,Dexterity Save,11,4,,,,Against Cone of Cold
3149,2018-02-26 00:00:00,04:12:35,Nott,Dexterity Save,Unknown,Unknown,,20 (41/2) Cold to Nott,,Fragment of Possibility Roll
3150,2018-02-26 00:00:00,04:14:08,Nott,Thieves' Tools,12,5,,,,
3151,2018-02-26 00:00:00,04:14:46,Nott,Strength,3,3,,,,
3152,2018-02-26 00:00:00,04:15:26,Nott,Stealth,29,19,,,,
3153,2018-02-26 00:00:00,04:15:59,Beau,Attack,Nat20,20,Y,,,Staff
3154,2018-02-26 00:00:00,04:16:09,Beau,Damage,10,,,10 to Dwelma,,
3155,2018-02-26 00:00:00,04:16:22,Beau,Attack,21,14,,,,Staff
3156,2018-02-26 00:00:00,04:16:39,Caleb,Wisdom Save,22,16,,,,
3157,2018-02-26 00:00:00,04:17:17,Beau,Damage,11,,,11 to Dwelma,1.0,
3158,2018-02-26 00:00:00,04:18:09,Beau,Acrobatics,14,7,,,,
3159,2018-02-26 00:00:00,04:19:33,Molly,Wisdom Save,25,19,,,,Against Hold Person
3160,2018-02-26 00:00:00,04:19:33,Beau,Wisdom Save,21,18,,,,Against Hold Person
3161,2018-02-26 00:00:00,04:20:33,Molly,Acrobatics,10,4,,,,
3162,2018-02-26 00:00:00,04:20:54,Molly,Attack,Nat20,20,Y,,,Summer's Dance
3163,2018-02-26 00:00:00,04:21:13,Molly,Damage,18,,,18 to Lorenzo,,
3164,2018-02-26 00:00:00,04:21:25,Molly,Attack,10,3,,,,Summer's Dance
3165,2018-02-26 00:00:00,04:21:29,Molly,Attack,10,3,,,,Scimitar
3166,2018-02-26 00:00:00,04:22:19,Molly,Damage,4,,,4 to Molly,,"Amplified Blood Curse, Molly is unconscious"
3167,2018-02-26 00:00:00,04:23:23,Beau,Attack,14,7,,,,Staff Reaction
3168,2018-02-26 00:00:00,04:28:36,Keg,Persuasion,11,,,,,
3169,2018-02-26 00:00:00,04:29:59,Nott,Thieves' Tools,Nat1,1,,,,
3170,2018-02-26 00:00:00,04:31:39,Beau,Damage,4,,,4 Fire to Lorenzo,,
3171,2018-02-26 00:00:00,04:31:50,Beau,Attack,12,5,,,,Staff
3172,2018-02-26 00:00:00,04:32:03,Beau,Attack,18,11,,,,Staff
3173,2018-02-26 00:00:00,04:32:11,Beau,Damage,6,,,6 to Lorenzo,,
3174,2018-02-26 00:00:00,04:34:41,Beau,Damage,4,,,4 Fire to Lorenzo,,
3175,2018-02-27 00:00:00,00:52:46,Keg,Perception,13,11,,,,
3176,2018-02-27 00:00:00,00:54:07,Nott,Medicine,Nat12,12,,,,
3177,2018-02-27 00:00:00,00:59:20,Keg,Perception,19,17,,,,
3178,2018-02-27 00:00:00,01:00:22,Keg,Perception,15,13,,,,
3179,2018-02-27 00:00:00,01:01:25,Beau,Perception,6,3,,,,
3180,2018-02-27 00:00:00,01:02:30,Nott,Perception,Nat4,4,,,,
3181,2018-02-27 00:00:00,01:02:30,Caleb,Perception,Unknown,Unknown,,,,
3182,2018-02-27 00:00:00,01:03:03,Nott,Constitution Save,4,2,,,,Disregarded due to advantage
3183,2018-02-27 00:00:00,01:03:03,Nott,Constitution Save,4,2,,,,
3184,2018-02-27 00:00:00,01:03:34,Keg,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
3185,2018-02-27 00:00:00,01:03:34,Keg,Constitution Save,15,8,,,,
3186,2018-02-27 00:00:00,01:03:40,Caleb,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
3187,2018-02-27 00:00:00,01:03:40,Caleb,Constitution Save,21,19,,,,
3188,2018-02-27 00:00:00,01:03:47,Beau,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
3189,2018-02-27 00:00:00,01:03:47,Beau,Constitution Save,12,9,,,,
3190,2018-02-27 00:00:00,01:03:50,Nila,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
3191,2018-02-27 00:00:00,01:03:50,Nila,Constitution Save,21,18,,,,
3192,2018-02-27 00:00:00,01:17:56,Keg,Stealth,19,,,,,with PWaT
3193,2018-02-27 00:00:00,01:17:56,Beau,Stealth,21,14,,,,with PWaT
3194,2018-02-27 00:00:00,01:40:12,Keg,Insight,Nat1,1,,,,
3195,2018-02-27 00:00:00,01:41:01,Keg,Deception,19,,,,,
3196,2018-02-27 00:00:00,01:44:33,Nila,Wisdom,14,10,,,,
3197,2018-02-27 00:00:00,01:45:28,Caleb,Wisdom,19,16,,,,
3198,2018-02-27 00:00:00,01:46:03,Keg,Wisdom,9,7,,,,
3199,2018-02-27 00:00:00,02:10:02,Keg,Insight,8,,,,,
3200,2018-02-27 00:00:00,02:16:43,Keg,History,17,,,,,
3201,2018-02-27 00:00:00,02:16:46,Caleb,History,Nat1,1,,,,
3202,2018-02-27 00:00:00,02:19:24,Nila,Nature,8,6,,,,
3203,2018-02-27 00:00:00,02:20:46,Nila,Perception,8,4,,,,
3204,2018-02-27 00:00:00,02:21:19,Nila,Animal Handling,19,12,,,,
3205,2018-02-27 00:00:00,02:29:47,Caleb,Persuasion,5,2,,,,
3206,2018-02-27 00:00:00,02:31:06,Beau,Perception,21,18,,,,
3207,2018-02-27 00:00:00,02:38:28,Beau,Insight,25,19,,,,
3208,2018-02-27 00:00:00,02:40:42,Keg,Persuasion,Unknown,Unknown,,,,Disregarded due to advantage
3209,2018-02-27 00:00:00,02:40:42,Keg,Persuasion,12,,,,,
3210,2018-02-27 00:00:00,02:51:31,Caleb,Perception,14,11,,,,
3211,2018-02-27 00:00:00,02:52:24,Keg,Sleight of Hand,18,,,,,
3212,2018-02-27 00:00:00,02:52:30,Beau,Perception,9,6,,,,
3213,2018-02-27 00:00:00,02:54:23,Keg,Survival,18,,,,,
3214,2018-02-27 00:00:00,02:56:54,Caleb,Stealth,4,3,,,,
3215,2018-02-27 00:00:00,02:56:54,Keg,Stealth,14,,,,,
3216,2018-02-27 00:00:00,02:56:54,Nott,Stealth,25,15,,,,
3217,2018-02-27 00:00:00,02:56:54,Beau,Stealth,17,10,,,,
3218,2018-02-27 00:00:00,02:56:54,Nila,Stealth,14,12,,,,
3219,2018-02-27 00:00:00,02:59:37,Keg,Intelligence,Nat1,1,,,,
3220,2018-02-27 00:00:00,03:02:36,Keg,Stealth,33,,,,,"with PWaT, Disregarded due to disadvantage"
3221,2018-02-27 00:00:00,03:02:36,Keg,Stealth,23,,,,,
3222,2018-02-27 00:00:00,03:02:36,Nott,Stealth,39,19,,,,with PWaT
3223,2018-02-27 00:00:00,03:02:36,Caleb,Stealth,26,15,,,,with PWaT
3224,2018-02-27 00:00:00,03:02:36,Beau,Stealth,21,4,,,,with PWaT
3225,2018-02-27 00:00:00,03:02:36,Nila,Stealth,27,15,,,,with PWaT
3226,2018-02-27 00:00:00,03:08:50,Frumpkin,Perception,Unknown,Unknown,,,,Disregarded due to advantage
3227,2018-02-27 00:00:00,03:08:50,Frumpkin,Perception,22,19,,,,as an owl
3228,2018-02-27 00:00:00,03:24:17,Frumpkin,Stealth,13,10,,,,as an owl
3229,2018-02-27 00:00:00,03:26:08,Nila,Perception,6,2,,,,
3230,2018-02-27 00:00:00,03:31:01,Nila,Stealth,17,15,,,,
3231,2018-02-27 00:00:00,03:33:17,Nila,Strength,Nat9,9,,,,as a mouse
3232,2018-02-27 00:00:00,03:38:38,Nila,Perception,19,15,,,,
3233,2018-02-27 00:00:00,03:41:24,Nila,Stealth,Nat7,7,,,,Disregarded due to Luck
3234,2018-02-27 00:00:00,03:41:38,Nila,Stealth,Nat20,20,,,,with Luck
3235,2018-02-27 00:00:00,03:43:00,Frumpkin,Stealth,17,14,,,,as an owl
3236,2018-02-27 00:00:00,03:48:35,Keg,Stealth,Nat1,1,,,,
3237,2018-02-28 00:00:00,00:26:15,Keg,History,12,,,,,
3238,2018-02-28 00:00:00,00:34:21,Nila,Survival,10,3,,,,Disregarded due to Luck
